style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
103070-2707,OP,OP,,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
103070-4100,OP,16H1,1/6/2025,43878,739,752,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
103070-6000,OP  ,19S1,6/16/2022,43966,799,792,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-1001,FP,20H2,9/27/2024,44176,41,135,0,YES,,119,119,40% OFF,REG,,STORE CORE HOLD,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-1501,FP,21M3,10/4/2024,44375,206,206,600,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-2504,FP,21M3,11/16/2021,44373,195,194,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-4000,FP,20H2,7/2/2021,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-4950,FP,23F2,8/1/2023,45152,32,32,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104932-6003,FP,20H2,9/30/2024,44172,51,51,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
104979-4926,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 2.6.25.xlsx,Pricing,45728.34355,45728.36485
