style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,12/10/2024,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
103070-2707,OP,OP,,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
103070-4100,OP,16H1,1/6/2025,43878,707,716,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
103070-6000,OP  ,19S1,6/16/2022,43966,750,746,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-1001,FP,20H2,9/27/2024,44176,39,87,0,YES,,119,119,40% OFF,REG,,STORE CORE HOLD,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-1501,FP,21M3,10/4/2024,44375,193,195,600,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-2504,FP,21M3,11/16/2021,44373,184,183,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-4000,FP,20H2,7/2/2021,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-4950,FP,23F2,8/1/2023,45152,27,28,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104932-6003,FP,20H2,9/30/2024,44172,48,48,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
104979-4926,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105486-1001,FP,21M3,7/22/2024,44392,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105486-2721,FP,22F2,,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105486-4100,FP,21M3,7/7/2023,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105486-6059,FP,21M3,7/7/2023,44384,1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105616-1001,FP,21H1,10/21/2021,,0,0,0,,,119,79.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-1001,OP,21F2,2/3/2025,44414,505,2903,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-1501,OP,21F1,,,0,0,0,,,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-1537,OP,24F2,2/5/2025,45534,333,2746,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-2416,OP,24F1,7/25/2024,45552,2,271,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-3539,OP,24F2,2/3/2025,45539,3,2705,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-4000,OP,21F1,7/29/2024,44482,547,891,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-6059,OP,21F1,,,0,0,0,,,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105622-8106,OP,24F1,7/25/2024,45538,3,358,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1001,FP,21H2,1/20/2025,44518,793,1288,653,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1105,FP,22H1,10/2/2024,44889,500,502,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1210,FP,22F1,10/2/2024,44747,362,368,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1600,FP,22H1,11/7/2023,44854,144,145,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1700,FP,22S1,,,0,7,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1702,FP,22H1,11/2/2022,44890,558,559,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-1866,FP,22F1,3/4/2024,44750,566,570,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-2504,FP,21H2,9/5/2024,44518,464,469,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-2701,FP,23H1,9/22/2023,45198,51,55,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-3052,FP,22H1,11/2/2022,44890,299,302,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-4189,FP,22S1,3/4/2024,44557,165,169,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-4262,FP,24M1,3/27/2024,45367,97,99,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-4400,FP,23H1,9/22/2023,45208,84,86,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-4816,FP,23S1,8/9/2023,44933,38,39,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-4903,FP,24F3,10/2/2024,45567,137,140,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105755-6000,FP,21H2,8/9/2023,44518,794,807,0,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105797-1700,FP,22M3,6/9/2022,,0,0,0,,,89,49.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
105797-4609,FP,22M3,6/9/2022,,0,0,0,,,89,49.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106303-1001,FP,22F1,12/5/2022,,0,0,0,,,109,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106303-1702,FP,21F1,11/15/2022,,0,0,0,,,109,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106303-3005,FP,22F1,8/1/2022,,0,0,0,,,109,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106306-3124,FP,22F1,,,0,0,0,,,149,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106342-1001,FP,22F3,,,0,0,0,,,109,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106342-4400,FP,22F3,8/25/2022,,0,0,0,,,109,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
106539-3410,FP,22H1,3/6/2024,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 2.27.25.xlsx,Pricing,45728.3434,45728.36473
