style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,,,0,0,0,,,99,99,59,REG,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
103070-2707,OP,OP,,,0,0,0,,,99,99,59,REG,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
103070-4100,OP,16H1,1/6/2025,43878,762,775,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
103070-6000,OP  ,19S1,6/16/2022,43966,855,843,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-1001,FP,20H2,9/27/2024,44176,41,133,0,YES,,119,119,59,REG,CAN SET LIVE,STORE-ONLY CORE HOLD,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-1501,FP,21M3,10/4/2024,44375,210,211,600,YES,LIVE,119,119,59,REG,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-2504,FP,21M3,11/16/2021,44373,203,200,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-4000,FP,20H2,7/2/2021,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-4950,FP,23F2,8/1/2023,45152,39,40,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104932-6003,FP,20H2,9/30/2024,44172,59,58,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
104979-4926,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
105486-1001,FP,21M3,7/22/2024,44392,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing Winter Flash Sale 1.24.25.xlsx,Pricing,45728.33987,45728.36726
