style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
100397-4000,FP,18S1,5/9/2018,43130,1,1,0,YES,LIVE,99,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
101224-1239,OP,18F2,9/18/2019,0,0,0,0,YES,,149,59.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
102903-1072,FP,19F3,10/7/2019,43762,2,0,0,YES,,149,99.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103070-1001,OP  ,OP,6/16/2022,43960,-7,12,0,YES,LIVE,99,99,69,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103070-1501,OP,22F1,,,0,0,0,YES,,99,99,69,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103070-2707,OP,OP,6/16/2022,43962,-2,263,0,YES,LIVE,99,99,69,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103070-4100,OP,16H1,10/12/2022,43878,1865,1887,0,YES,LIVE,99,99,69,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103070-6000,OP  ,19S1,6/16/2022,43966,2349,3060,0,YES,LIVE,99,99,69,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103145-1001,OP,19H2,,,0,0,0,YES,,149,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103152-1001,OP,19H3,,,0,0,0,YES,,79,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103152-1700,OP,19H3,,,0,0,0,YES,,79,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103239-1700,FP,19H2,,,0,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
103854-9602,OP,20S1,1/22/2020,0,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104515-5109,OP,20M1,4/3/2020,0,0,0,0,YES,,79,49.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104686-1001,OP,20SM,,,0,0,0,YES,,79,64.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104686-2690,OP,20SM,,,0,0,0,YES,,79,64.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104753-1001,OP,20F3,3/19/2021,0,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104753-1501,OP,20F3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104798-4100,FP,20H2,1/25/2021,0,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104798-6003,FP,20H2,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104815-2105,FP,20H2,12/29/2020,0,0,0,0,YES,,119,59.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104882-1234,FP,20H2,1/25/2021,0,0,0,0,YES,,119,74.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104882-2701,FP,20H2,,,0,0,0,YES,,119,74.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-1001,FP,20H2,7/20/2023,44176,19,800,0,YES,,119,119,79,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-1501,FP,21M3,7/25/2023,44375,934,1818,0,YES,LIVE,119,119,79,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-2504,FP,21M3,11/16/2021,44373,240,506,0,YES,LIVE,119,119,79,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-4000,FP,20H2,7/2/2021,44172,20,20,0,YES,LIVE,119,119,79,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-4950,FP,23F2,,,0,702,0,YES,LIVE,119,119,79,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104932-6003,FP,20H2,6/24/2021,44172,238,238,0,YES,LIVE,119,119,79,REG,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104947-1501,FP,21S1,,,0,0,0,YES,,99,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104947-4000,FP,21S1,2/11/2021,44238,0,0,0,YES,,99,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104961-3444,FP,21S2,2/15/2021,0,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104963-6047,FP,21S2,2/23/2021,0,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104972-1001,OP,20H2,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104972-4000,OP,20H2,2/22/2021,44175,-1,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104979-2105,OP,20H3,2/18/2021,0,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104979-4926,OP,20H3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104991-1001,OP,20H3,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
104991-1700,OP,20H3,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
105083-1001,FP,20H3,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.2.23 lk edited for OP Denim MKDN.xlsx,Pricing,45728.33736,45728.35816
