style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,44728,43960,-1,0,0,,,99,99,30% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
103070-2707,OP,OP,44728,43962,-1,0,0,,,99,99,30% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
103070-4100,OP,16H1,44846,43878,843,851,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
103070-6000,OP  ,19S1,44728,43966,991,984,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-1001,FP,20H2,45562,44176,41,394,0,YES,,119,119,30% OFF,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-1501,FP,21M3,45569,44375,287,281,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-2504,FP,21M3,44516,44373,255,235,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-4000,FP,20H2,44379,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-4950,FP,23F2,45139,45152,66,65,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104932-6003,FP,20H2,45565,44172,98,100,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
104979-4926,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105106-1800,OP,21M2,44685,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105486-1001,FP,21M3,45495,44392,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105486-2721,FP,22F2,,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105486-4100,FP,21M3,45114,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105486-6059,FP,21M3,45114,44384,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105616-1001,FP,21H1,44490,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-1001,OP,21F2,45498,44414,829,823,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-1501,OP,21F1,,,0,0,0,YES,,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-1537,OP,24F2,45502,45534,399,533,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-2416,OP,24F1,45498,45552,-3,312,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-3539,OP,24F2,45502,45539,-2,327,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
105622-4000,OP,21F1,45502,44482,669,1010,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 12.12.24.xlsx,Pricing,45728.33275,45728.35612
