style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-1,0,0,YES,,99,99,59,REG,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
103070-2707,OP,OP,6/16/2022,43962,19,20,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
103070-4100,OP,16H1,10/12/2022,43878,1143,1144,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
103070-6000,OP  ,19S1,6/16/2022,43966,1446,1452,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-1001,FP,20H2,6/26/2024,44176,24,1182,0,YES,,119,119,69,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-1501,FP,21M3,6/11/2024,44375,475,1094,600,YES,LIVE,119,119,69,REG,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-2504,FP,21M3,11/16/2021,44373,779,787,0,YES,LIVE,119,99.97,50% OFF,SALE,COLOR MD,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-4000,FP,20H2,7/2/2021,44172,15,15,0,YES,LIVE,119,99.97,50% OFF,SALE,COLOR MD,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-4950,FP,23F2,8/1/2023,45152,305,305,0,YES,LIVE,119,99.97,50% OFF,SALE,COLOR MD,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104932-6003,FP,20H2,6/24/2021,44172,212,212,0,YES,LIVE,119,99.97,50% OFF,SALE,COLOR MD,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
104979-4926,OP,20H3,3/16/2021,44246,20,20,0,YES,LIVE,119,94.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105287-3443,FP,21F1,6/29/2021,44425,1,0,0,YES,,129,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105315-4733,FP,21F3,8/19/2021,44440,1,0,0,YES,,129,79.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105427-1001,FP,21M3,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-1001,FP,21M3,7/22/2024,44392,-1,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-1210,FP,23F3,8/22/2023,45162,4,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-1501,FP,21M1,,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-2504,FP,21M3,4/7/2023,44393,3,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-2721,FP,22F2,7/7/2023,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-4100,FP,21M3,7/7/2023,44392,-2,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105486-6059,FP,21M3,7/7/2023,44384,-2,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105491-1001,FP,21M1,,,0,0,0,YES,,89,49.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105586-1001,FP,21H2,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105586-4100,FP,21H2,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105587-1001,FP,21H2,11/23/2021,44540,1,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105602-1001,FP,21H1,10/26/2021,44496,1,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105602-1214,FP,21H1,1/21/2022,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105602-1501,FP,21H1,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105608-1001,FP,21H1,,,0,0,0,YES,,119,99.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
105616-1001,FP,21H1,10/21/2021,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 8.8.24.xlsx,Pricing,45728.33784,45728.36645
