style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-1,0,0,YES,,99,99,59,REG,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
103070-2707,OP,OP,6/16/2022,43962,-2,0,0,YES,,99,99,59,REG,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
103070-4100,OP,16H1,10/12/2022,43878,984,990,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
103070-6000,OP  ,19S1,6/16/2022,43966,1260,1248,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-1001,FP,20H2,9/27/2024,44176,29,965,0,YES,,119,119,69,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-1501,FP,21M3,10/4/2024,44375,663,747,0,YES,LIVE,119,119,69,REG,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-2504,FP,21M3,11/16/2021,44373,525,521,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-4000,FP,20H2,7/2/2021,,0,0,0,YES,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-4950,FP,23F2,8/1/2023,45152,171,158,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104932-6003,FP,20H2,9/30/2024,44172,157,153,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
104979-4926,OP,20H3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
105486-1001,FP,21M3,7/22/2024,44392,-1,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
105486-2721,FP,22F2,,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
105486-4100,FP,21M3,7/7/2023,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
105486-6059,FP,21M3,7/7/2023,44384,-1,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 11.14.24.xlsx,Pricing,45728.33188,45728.36387
