style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
105078-1005,FP,21F3,9/13/2023,0,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105078-1501,FP,21F3,8/20/2021,0,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105078-1700,FP,20H3,9/13/2023,44180,16,15,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105078-6482,FP,20H3,9/13/2023,44180,1,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105292-1001,FP,21F1,8/21/2023,0,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105292-6000,FP,21F1,8/21/2023,44420,30,23,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105340-1001,FP,21F3,8/26/2023,44256,1,0,0,YES,,59,49.97,50% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105340-8302,FP,21S1,8/21/2023,44414,10,9,0,YES,LIVE,59,49.97,50% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
105765-4189,FP,22S1,2/17/2022,44587,0,51,0,YES,LIVE,59,39.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-1001,OP,22S1,3/26/2024,45241,-2,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-1081,OP,23S1,,,0,0,1200,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-1501,OP,22S1,11/1/2023,0,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-1700,OP,22S1,5/3/2024,44697,0,627,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-1708,OP,23S3,8/26/2023,45062,4,1,1000,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106224-6432,OP,23S1,4/6/2024,45062,1,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106294-1210,FP,22F1,3/4/2024,44760,1,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106294-1501,FP,22F1,3/4/2024,44754,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106294-1700,FP,22F1,3/4/2024,44750,2,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106294-8006,FP,22F1,7/15/2022,44751,1,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106295-1700,FP,22F1,6/28/2022,0,0,0,0,YES,,69,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106317-1700,FP,22F2,8/24/2022,44805,6,4,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106347-1001,FP,21H1,7/7/2023,44520,1,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106347-1800,FP,21H1,6/2/2023,44522,1,1,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106430-1700,OP,23S1,,,0,0,0,YES,,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106430-5301,OP,22M1,1/12/2023,44669,4,3,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106431-1700,OP,22M1,3/29/2022,0,0,0,0,YES,,59,39.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106431-7100,OP,22M1,3/29/2022,44669,34,34,0,YES,LIVE,59,39.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106465-1700,OP,22M1,3/21/2022,44645,1,1,0,YES,LIVE,59,39.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106527-1001,FP,22H1,3/4/2024,44844,7,4,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106527-1702,FP,22H1,10/7/2022,44845,5,4,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106527-6003,FP,22H1,11/3/2022,44873,8,5,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
106527-7014,FP,22H1,3/4/2024,44845,25,29,0,YES,LIVE,59,49.97,60% OFF,SALE,,,,One Site Pricing 5.9.24.xlsx,TEES,45728.33625,45728.35766
