style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
107288-1001,OP,23F2,9/6/2024,45133,37,22,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107288-3002,OP,23F2,7/22/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107288-4189,OP,23F2,7/22/2023,45168,-1,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107288-7014,OP,23F2,7/22/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107722-1501,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107722-3002,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107722-4189,OP,23F1,6/4/2024,45120,0,1,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107722-6000,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107834-1001,OP,23H1,9/3/2024,45253,8,7,0,YES,LIVE,109,69.97,24.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107834-1501,OP,23H1,,,0,0,0,,,109,69.97,24.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107834-3444,OP,23H1,9/23/2023,45253,1,0,0,YES,,109,69.97,24.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
107834-6000,OP,23H1,9/4/2024,45253,78,64,0,YES,LIVE,109,69.97,24.99,SALE,FLASH,,,Winter Flash Sale 1.24.25.xlsx,Pricing,45728.34212,45728.36753
