style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,103070,OP  ,OP,,,0,0,0,,,99,99,30% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
103070-2707,103070,OP,OP,,,0,0,0,,,99,99,30% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
103070-4100,103070,OP,16H1,1/6/2025,43878,769,784,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
103070-6000,103070,OP  ,19S1,6/16/2022,43966,867,860,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-1001,104932,FP,20H2,9/27/2024,44176,41,209,0,YES,,119,119,30% OFF,REG,,STORE-ONLY CORE HOLD,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-1501,104932,FP,21M3,10/4/2024,44375,215,218,600,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-2504,104932,FP,21M3,11/16/2021,44373,208,206,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-4000,104932,FP,20H2,7/2/2021,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-4950,104932,FP,23F2,8/1/2023,45152,43,44,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104932-6003,104932,FP,20H2,9/30/2024,44172,61,61,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
104979-4926,104979,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105106-1800,105106,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105486-1001,105486,FP,21M3,7/22/2024,44392,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105486-2721,105486,FP,22F2,,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105486-4100,105486,FP,21M3,7/7/2023,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105486-6059,105486,FP,21M3,7/7/2023,44384,1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105616-1001,105616,FP,21H1,10/21/2021,,0,0,0,,,119,79.97,60% OFF,SALE,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-1001,105622,OP,21F2,7/25/2024,44414,578,577,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-1501,105622,OP,21F1,,,0,0,0,YES,,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-1537,105622,OP,24F2,7/29/2024,45534,356,387,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-2416,105622,OP,24F1,,,0,288,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-3539,105622,OP,24F2,7/29/2024,45539,1,297,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-4000,105622,OP,21F1,7/29/2024,44482,565,934,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-6059,105622,OP,21F1,,,0,0,0,,,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105622-8106,105622,OP,24F1,7/25/2024,45538,1,357,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
105755-1001,105755,FP,21H2,10/11/2024,44518,1005,1443,653,YES,LIVE,139,139,40% OFF,REG,,,,One Site Pricing Tee Flash Sale 1.17.25.xlsx,Pricing,45728.33965,45728.35907
