style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-12,0,0,YES,,99,99,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
103070-1501,OP,22F1,,,0,0,0,YES,,99,99,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
103070-2707,OP,OP,6/16/2022,43962,-4,108,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
103070-4100,OP,16H1,10/12/2022,43878,1742,1737,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
103070-6000,OP  ,19S1,6/16/2022,43966,2151,2713,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104798-4100,FP,20H2,1/25/2021,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104798-6003,FP,20H2,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104882-1234,FP,20H2,,,0,0,0,YES,,119,74.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104882-2701,FP,20H2,,,0,0,0,YES,,119,74.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-1001,FP,20H2,10/11/2023,44176,21,755,0,YES,,119,119,40% OFF,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-1501,FP,21M3,11/10/2023,44375,838,1828,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-2504,FP,21M3,11/16/2021,44373,373,376,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-4000,FP,20H2,7/2/2021,44172,18,18,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-4950,FP,23F2,8/1/2023,45152,0,367,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104932-6003,FP,20H2,6/24/2021,44172,234,235,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104961-3444,FP,21S2,2/15/2021,44244,1,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104972-1001,OP,20H2,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104972-4000,OP,20H2,2/22/2021,44175,-1,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104979-2105,OP,20H3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
104979-4926,OP,20H3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105106-1001,OP,21M2,,,0,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105106-1800,OP,21M2,5/4/2022,44327,9,6,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105121-1200,OP,21M2,4/29/2021,44317,1,0,0,YES,,129,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105287-3443,FP,21F1,6/29/2021,44425,1,0,0,YES,,129,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105315-4733,FP,21F3,8/19/2021,44440,2,0,0,YES,,129,79.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105401-1001,FP,21M2,,,0,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105404-1001,FP,21F1,,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105404-6000,FP,21F1,7/13/2021,,0,0,0,YES,,119,69.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105406-1001,FP,21F2,9/2/2021,,0,0,0,YES,,129,59.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105427-1001,FP,21M3,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105427-6000,FP,21M3,,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-1001,FP,21M3,7/12/2023,44392,3,324,0,YES,,99,84.97,50% OFF,SALE,,USW CORE HOLD,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-1210,FP,23F3,8/22/2023,45162,-13,58,0,YES,LIVE,99,84.97,50% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-1501,FP,21M1,4/8/2023,45071,454,440,0,YES,LIVE,99,84.97,50% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-2504,FP,21M3,4/7/2023,44393,6,2,0,YES,LIVE,99,84.97,50% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-2721,FP,22F2,7/7/2023,44769,1,601,0,YES,,99,84.97,50% OFF,SALE,,USW CORE HOLD,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-4100,FP,21M3,7/7/2023,44392,5,499,0,YES,,99,84.97,50% OFF,SALE,,USW CORE HOLD,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-4684,FP,21M1,4/7/2023,45077,47,47,0,YES,LIVE,99,84.97,50% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105486-6059,FP,21M3,7/7/2023,44384,-3,448,0,YES,,99,84.97,50% OFF,SALE,,USW CORE HOLD,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105491-1001,FP,21M1,4/7/2023,44385,12,10,0,YES,LIVE,89,49.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105491-1501,FP,21M1,4/7/2023,44385,25,24,0,YES,LIVE,89,49.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105491-4100,FP,21M1,,,0,0,0,YES,,89,49.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105492-1001,FP,21M3,,,0,0,0,YES,,99,59.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
105492-1501,FP,21M3,4/7/2023,,0,0,0,YES,,99,59.97,60% OFF,SALE,,,,One Site Pricing 11.15.23.xlsx,Pricing,45728.33199,45728.35586
