style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,103070,OP  ,OP,12/10/2024,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
103070-2707,103070,OP,OP,12/10/2024,43962,1,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
103070-4100,103070,OP,16H1,1/6/2025,43878,693,697,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
103070-6000,103070,OP  ,19S1,6/16/2022,43966,737,732,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-1001,104932,FP,20H2,9/27/2024,44176,39,87,0,YES,,119,119,40% OFF,REG,,STORE CORE HOLD,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-1501,104932,FP,21M3,10/4/2024,44375,192,194,600,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-2504,104932,FP,21M3,11/16/2021,44373,182,182,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-4000,104932,FP,20H2,7/2/2021,,0,0,0,,,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-4950,104932,FP,23F2,8/1/2023,45152,26,27,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104932-6003,104932,FP,20H2,9/30/2024,44172,45,45,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
104979-4926,104979,OP,20H3,,,0,0,0,,,119,94.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105106-1800,105106,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105486-1001,105486,FP,21M3,7/22/2024,44392,-1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105486-2721,105486,FP,22F2,,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105486-4100,105486,FP,21M3,7/7/2023,,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105486-6059,105486,FP,21M3,7/7/2023,44384,1,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105616-1001,105616,FP,21H1,10/21/2021,,0,0,0,,,119,79.97,60% OFF,SALE,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
105622-1001,105622,OP,21F2,2/3/2025,44414,481,2874,0,YES,LIVE,99,99,50% OFF,REG,,,,One Site Pricing 3.5.25.xlsx,Pricing,45728.34359,45728.35703
