style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-1,0,0,YES,,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
103070-2707,OP,OP,6/16/2022,43962,15,16,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
103070-4100,OP,16H1,10/12/2022,43878,1045,1042,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
103070-6000,OP  ,19S1,6/16/2022,43966,1330,1330,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-1001,FP,20H2,9/27/2024,44176,24,1067,0,YES,,119,119,69,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-1501,FP,21M3,10/4/2024,44375,1040,1168,0,YES,LIVE,119,119,69,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-2504,FP,21M3,11/16/2021,44373,654,649,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-4000,FP,20H2,7/2/2021,44172,6,6,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-4950,FP,23F2,8/1/2023,45152,225,218,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104932-6003,FP,20H2,9/30/2024,44172,185,181,0,YES,LIVE,119,99.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
104979-4926,OP,20H3,3/16/2021,44246,5,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105106-1800,OP,21M2,5/4/2022,44327,3,0,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105486-1001,FP,21M3,7/22/2024,44392,-5,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105486-2721,FP,22F2,,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105486-4100,FP,21M3,7/7/2023,44392,-2,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105486-6059,FP,21M3,7/7/2023,44384,-1,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105616-1001,FP,21H1,10/21/2021,,0,0,0,YES,,119,79.97,60% OFF,SALE,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-1001,OP,21F2,7/25/2024,44414,1116,1258,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-1501,OP,21F1,7/29/2024,44496,0,2,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-1537,OP,24F2,7/29/2024,45534,523,660,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-2416,OP,24F1,7/25/2024,45552,-1,0,0,YES,,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-3539,OP,24F2,,,0,1,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-4000,OP,21F1,7/29/2024,44482,775,776,0,YES,LIVE,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-6059,OP,21F1,7/25/2024,44434,-4,0,0,YES,,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105622-8106,OP,24F1,,,0,0,0,YES,,99,99,59,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1001,FP,21H2,10/4/2024,44518,1840,3904,0,YES,LIVE,139,139,89,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1105,FP,22H1,10/2/2024,44889,928,1086,0,YES,LIVE,139,139,89,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1210,FP,22F1,10/2/2024,44747,801,788,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1600,FP,22H1,11/7/2023,44854,405,401,0,YES,LIVE,139,139,89,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1700,FP,22S1,12/27/2021,44557,526,530,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1702,FP,22H1,11/2/2022,44890,656,655,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-1866,FP,22F1,3/4/2024,44750,643,648,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-2504,FP,21H2,9/5/2024,44518,621,617,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-2701,FP,23H1,9/22/2023,45198,126,123,0,YES,LIVE,139,139,89,REG,,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
105755-3052,FP,22H1,11/2/2022,44890,338,339,0,YES,LIVE,139,119.97,60% OFF,SALE,COLOR MD,,,One Site Pricing 10.10.24.xlsx,Pricing,45728.33106,45728.36372
